country,n_beers,avg_abv,max_abv_beer,max_abv_brewery,max_abv,best_beer,best_brewery,best_beer_score,popular_beer,popular_brewery,popularity,n_beers_IPA,avg_abv_IPA,max_abv_beer_IPA,max_abv_brewery_IPA,max_abv_IPA,best_beer_IPA,best_brewery_IPA,best_beer_score_IPA,popular_beer_IPA,popular_brewery_IPA,popularity_IPA,n_beers_Lager,avg_abv_Lager,max_abv_beer_Lager,max_abv_brewery_Lager,max_abv_Lager,best_beer_Lager,best_brewery_Lager,best_beer_score_Lager,popular_beer_Lager,popular_brewery_Lager,popularity_Lager,n_beers_Ale,avg_abv_Ale,max_abv_beer_Ale,max_abv_brewery_Ale,max_abv_Ale,best_beer_Ale,best_brewery_Ale,best_beer_score_Ale,popular_beer_Ale,popular_brewery_Ale,popularity_Ale,n_beers_Stout,avg_abv_Stout,max_abv_beer_Stout,max_abv_brewery_Stout,max_abv_Stout,best_beer_Stout,best_brewery_Stout,best_beer_score_Stout,popular_beer_Stout,popular_brewery_Stout,popularity_Stout,n_beers_Pilsner,avg_abv_Pilsner,max_abv_beer_Pilsner,max_abv_brewery_Pilsner,max_abv_Pilsner,best_beer_Pilsner,best_brewery_Pilsner,best_beer_score_Pilsner,popular_beer_Pilsner,popular_brewery_Pilsner,popularity_Pilsner,n_beers_Porter,avg_abv_Porter,max_abv_beer_Porter,max_abv_brewery_Porter,max_abv_Porter,best_beer_Porter,best_brewery_Porter,best_beer_score_Porter,popular_beer_Porter,popular_brewery_Porter,popularity_Porter,n_beers_Fruit,avg_abv_Fruit,max_abv_beer_Fruit,max_abv_brewery_Fruit,max_abv_Fruit,best_beer_Fruit,best_brewery_Fruit,best_beer_score_Fruit,popular_beer_Fruit,popular_brewery_Fruit,popularity_Fruit,n_beers_Roggenbier,avg_abv_Roggenbier,max_abv_beer_Roggenbier,max_abv_brewery_Roggenbier,max_abv_Roggenbier,best_beer_Roggenbier,best_brewery_Roggenbier,best_beer_score_Roggenbier,popular_beer_Roggenbier,popular_brewery_Roggenbier,popularity_Roggenbier,n_beers_Herb,avg_abv_Herb,max_abv_beer_Herb,max_abv_brewery_Herb,max_abv_Herb,best_beer_Herb,best_brewery_Herb,best_beer_score_Herb,popular_beer_Herb,popular_brewery_Herb,popularity_Herb,n_beers_Smoke,avg_abv_Smoke,max_abv_beer_Smoke,max_abv_brewery_Smoke,max_abv_Smoke,best_beer_Smoke,best_brewery_Smoke,best_beer_score_Smoke,popular_beer_Smoke,popular_brewery_Smoke,popularity_Smoke,n_beers_Barleywine,avg_abv_Barleywine,max_abv_beer_Barleywine,max_abv_brewery_Barleywine,max_abv_Barleywine,best_beer_Barleywine,best_brewery_Barleywine,best_beer_score_Barleywine,popular_beer_Barleywine,popular_brewery_Barleywine,popularity_Barleywine
MG,12.0,4.933333333333334,Gold 8 Percent,Brasseries Star Madagascar,8.0,Three Horses Beer (THB),Brasseries Star Madagascar,2.9225,Three Horses Beer (THB),Brasseries Star Madagascar,6.0,,,,,,,,,,,,2.0,4.9,Castel,Brasseries Star Madagascar,5.1,Queen's,Brasseries Star Madagascar,2.5833333333333335,Castel,Brasseries Star Madagascar,2.0,2.0,6.25,Gold Ambree,Brasseries Star Madagascar,6.5,Libertalia,Nouvelle Brasserie de Madagascar,2.6666666666666665,Libertalia,Nouvelle Brasserie de Madagascar,1.0,,,,,,,,,,,,3.0,6.633333333333333,Gold 8 Percent,Brasseries Star Madagascar,8.0,Three Horses Beer (THB),Brasseries Star Madagascar,2.9225,Three Horses Beer (THB),Brasseries Star Madagascar,6.0,,,,,,,,,,,,1.0,5.0,Geyer-Bräu Malaza,Brasserie Kanto,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,30.0,5.451999999999999,Oldbridz Kralj Tomislav,Pivara Oldbridž,9.2,Pale Ale,Pivara Oldbridž,3.1740000000000004,Nektar Beer (Pivo) Original,Banjalučka Pivara,86.0,4.0,6.4,Oldbridž Nelson Double India Pale Ale,Pivara Oldbridž,8.5,Livanjsko IPA,Livanjska Pivovara,2.9166666666666665,Livanjsko IPA,Livanjska Pivovara,1.0,8.0,4.9125,Crni Djordje,Banjalučka Pivara,5.2,Sarajevsko,Sarajevska Pivara,3.005714285714286,Nektar Beer (Pivo) Original,Banjalučka Pivara,86.0,6.0,6.16,Oldbridz Brown Ale,Pivara Oldbridž,7.5,Pale Ale,Pivara Oldbridž,3.1740000000000004,Red Ale,Pivara Oldbridž,4.0,2.0,7.05,Black Ale,Pivara Oldbridž,8.5,Black Ale,Pivara Oldbridž,2.875,Black Ale,Pivara Oldbridž,2.0,2.0,4.6,Sarajevska Premium,Sarajevska Pivara,4.9,Sarajevska Premium,Sarajevska Pivara,3.1500000000000004,Sarajevska Premium,Sarajevska Pivara,14.0,1.0,5.5,Livanjsko Tamno,Livanjska Pivovara,5.5,Livanjsko Tamno,Livanjska Pivovara,2.75,Livanjsko Tamno,Livanjska Pivovara,1.0,2.0,2.0,Sarajevsko Radler,Sarajevska Pivara,2.0,Sarajevsko Radler,Sarajevska Pivara,2.9924999999999997,Sarajevsko Radler,Sarajevska Pivara,2.0,1.0,4.5,Rye Hefeweizen,Pivara Oldbridž,4.5,Rye Hefeweizen,Pivara Oldbridž,2.7625,Rye Hefeweizen,Pivara Oldbridž,2.0,,,,,,,,,,,,1.0,5.0,Livanjsko Dimljeno,Livanjska Pivovara,5.0,Livanjsko Dimljeno,Livanjska Pivovara,2.75,Livanjsko Dimljeno,Livanjska Pivovara,1.0,1.0,9.2,Oldbridz Kralj Tomislav,Pivara Oldbridž,9.2,Oldbridz Kralj Tomislav,Pivara Oldbridž,2.5500000000000003,Oldbridz Kralj Tomislav,Pivara Oldbridž,1.0
JE,22.0,4.536363636363637,140th Comm. Ale,Liberation Brewery,7.0,Liberation Ale,Liberation Brewery,3.2383333333333333,IPA,Liberation Brewery,5.0,3.0,4.966666666666666,Liberation 145,Liberation Brewery,5.4,IPA,Liberation Brewery,3.06,IPA,Liberation Brewery,5.0,1.0,3.8,Blonde,Liberation Brewery,3.8,Blonde,Liberation Brewery,2.8066666666666666,Blonde,Liberation Brewery,1.0,16.0,4.4437500000000005,140th Comm. Ale,Liberation Brewery,7.0,Liberation Ale,Liberation Brewery,3.2383333333333333,IPA,Liberation Brewery,5.0,1.0,6.4,St Ouen's Strong Stout,The Pocket Brewery,6.4,St Ouen's Strong Stout,The Pocket Brewery,2.6666666666666665,St Ouen's Strong Stout,The Pocket Brewery,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.8,La Mare Ale,Liberation Brewery,4.8,La Mare Ale,Liberation Brewery,2.98,La Mare Ale,Liberation Brewery,1.0,,,,,,,,,,,,,,,,,,,,,,
HT,1.0,5.6,Prestige,Brasserie Nationale d'Haiti,5.6,Prestige,Brasserie Nationale d'Haiti,2.6592523364485987,Prestige,Brasserie Nationale d'Haiti,105.0,,,,,,,,,,,,1.0,5.6,Prestige,Brasserie Nationale d'Haiti,5.6,Prestige,Brasserie Nationale d'Haiti,2.6592523364485987,Prestige,Brasserie Nationale d'Haiti,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG,25.0,6.072,Luxor XXX,Egyptian International Beverages Company,10.0,Sakara Red,Al Ahram Beverages Company,2.953333333333333,Stella,Al Ahram Beverages Company,44.0,,,,,,,,,,,,16.0,6.2125,Gold Berg Gold,Al Masria Al Alamia,10.0,Sakara Red,Al Ahram Beverages Company,2.953333333333333,Stella,Al Ahram Beverages Company,44.0,,,,,,,,,,,,1.0,6.0,Luxor Nubia,Egyptian International Beverages Company,6.0,Luxor Nubia,Egyptian International Beverages Company,2.43,Luxor Nubia,Egyptian International Beverages Company,1.0,2.0,5.1,El Dorado Premium Pilsener,Al Ahram Beverages Company,5.2,El Dorado Premium Pilsener,Al Ahram Beverages Company,2.263333333333333,El Dorado Premium Pilsener,Al Ahram Beverages Company,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,2.0,5.95,Celebration Special,Seychelles Breweries Limited (SBL),7.0,SeyBrew Lager,Seychelles Breweries Limited (SBL),2.932857142857143,SeyBrew Lager,Seychelles Breweries Limited (SBL),5.0,,,,,,,,,,,,1.0,4.9,SeyBrew Lager,Seychelles Breweries Limited (SBL),4.9,SeyBrew Lager,Seychelles Breweries Limited (SBL),2.932857142857143,SeyBrew Lager,Seychelles Breweries Limited (SBL),5.0,1.0,7.0,Celebration Special,Seychelles Breweries Limited (SBL),7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,1.0,5.0,IKALE,Royal Beer Company Ltd.,5.0,IKALE,Royal Beer Company Ltd.,2.6375,IKALE,Royal Beer Company Ltd.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ,7.0,5.114285714285714,Impala,Cervejas De Moçambique,6.5,Laurentina Premium,Cervejas De Moçambique,3.1014285714285714,Laurentina Preta,Cervejas De Moçambique,11.0,,,,,,,,,,,,5.0,4.86,Laurentina Premium,Cervejas De Moçambique,5.0,Laurentina Premium,Cervejas De Moçambique,3.1014285714285714,2M - Mac Mahon,Cervejas De Moçambique,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.5,Impala,Cervejas De Moçambique,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BM,8.0,5.8999999999999995,Onderock Belgian Blonde,On De Rock Craft Brewery,7.5,Black Anchor Porter,The Frog & Onion Pub,3.451935483870968,Trunk Island Pale Ale,The Frog & Onion Pub,33.0,2.0,6.4,SMASH IPA,On De Rock Craft Brewery,7.0,Trunk Island Pale Ale,The Frog & Onion Pub,3.3037142857142854,Trunk Island Pale Ale,The Frog & Onion Pub,33.0,,,,,,,,,,,,3.0,6.133333333333333,Onderock Belgian Blonde,On De Rock Craft Brewery,7.5,Trunk Island Pale Ale,The Frog & Onion Pub,3.3037142857142854,Trunk Island Pale Ale,The Frog & Onion Pub,33.0,,,,,,,,,,,,1.0,4.8,St. David's Lager,The Frog & Onion Pub,4.8,St. David's Lager,The Frog & Onion Pub,2.9395238095238096,St. David's Lager,The Frog & Onion Pub,19.0,1.0,6.2,Black Anchor Porter,The Frog & Onion Pub,6.2,Black Anchor Porter,The Frog & Onion Pub,3.451935483870968,Black Anchor Porter,The Frog & Onion Pub,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD,9.0,5.966666666666666,Black Rock,West Indies Beer Company,8.3,Black Rock,West Indies Beer Company,3.0,Black Rock,West Indies Beer Company,1.0,2.0,7.550000000000001,Black Rock,West Indies Beer Company,8.3,Black Rock,West Indies Beer Company,3.0,Black Rock,West Indies Beer Company,1.0,,,,,,,,,,,,3.0,4.166666666666667,Rogue Pirate,West Indies Beer Company,4.4,Dark Roots,West Indies Beer Company,2.77,Dark Roots,West Indies Beer Company,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,7.1,Old Mongoose,West Indies Beer Company,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,11.0,5.045454545454546,Niksicko Tamno (Dark),Trebjesa Brewery,6.2,Niksicko Tamno (Dark),Trebjesa Brewery,3.1466666666666665,Niksicko Pivo,Trebjesa Brewery,90.0,1.0,5.9,Profesor Doktor,PG Akademija Piva,5.9,Profesor Doktor,PG Akademija Piva,2.8966666666666665,Profesor Doktor,PG Akademija Piva,1.0,5.0,5.02,Niksicko Pivo,Trebjesa Brewery,5.2,Onogost 1896,Trebjesa Brewery,2.9379999999999997,Niksicko Pivo,Trebjesa Brewery,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,Nikšićko Cool Limun,Trebjesa Brewery,2.0,Nikšićko Cool Limun,Trebjesa Brewery,2.3633333333333333,Nikšićko Cool Limun,Trebjesa Brewery,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS,24.0,5.739999999999999,FCCK Imperial Stout,Pirate Republic Brewing,10.5,Black Beer'd Stout,Pirate Republic Brewing,3.829444444444445,Kalik,Commonwealth Brewery Ltd.,343.0,3.0,6.066666666666666,Take No Quarter IPA,Pirate Republic Brewing,7.3,Island Pirate Ale,Pirate Republic Brewing,3.6783333333333332,Island Pirate Ale,Pirate Republic Brewing,22.0,7.0,5.071428571428571,Kalik Gold,Commonwealth Brewery Ltd.,7.0,Kalik Gold,Commonwealth Brewery Ltd.,3.0707368421052634,Kalik,Commonwealth Brewery Ltd.,343.0,2.0,6.2,Virgil Ale,Bahamian Brewery Beverage & Co. Ltd.,6.7,Virgil Ale,Bahamian Brewery Beverage & Co. Ltd.,3.413333333333333,Virgil Ale,Bahamian Brewery Beverage & Co. Ltd.,7.0,4.0,8.125,FCCK Imperial Stout,Pirate Republic Brewing,10.5,Black Beer'd Stout,Pirate Republic Brewing,3.829444444444445,Strong Back Stout,Bahamian Brewery Beverage & Co. Ltd.,61.0,1.0,4.5,Long John Pilsner,Pirate Republic Brewing,4.5,Long John Pilsner,Pirate Republic Brewing,2.985,Long John Pilsner,Pirate Republic Brewing,2.0,2.0,5.949999999999999,Toasted Coconut Porter,Pirate Republic Brewing,6.3,Toasted Coconut Porter,Pirate Republic Brewing,3.336,Toasted Coconut Porter,Pirate Republic Brewing,3.0,1.0,2.3,Sands Pink Radler,Bahamian Brewery Beverage & Co. Ltd.,2.3,Sands Pink Radler,Bahamian Brewery Beverage & Co. Ltd.,2.5324999999999998,Sands Pink Radler,Bahamian Brewery Beverage & Co. Ltd.,2.0,,,,,,,,,,,,1.0,4.8,Yo Ho Ho,Pirate Republic Brewing,4.8,Yo Ho Ho,Pirate Republic Brewing,2.973333333333333,Yo Ho Ho,Pirate Republic Brewing,1.0,,,,,,,,,,,,,,,,,,,,,,
CU,11.0,4.727272727272727,Bucanero Max,Cerveceria Bucanero S.A.,6.5,Rubia,Cerveceria Bucanero S.A.,3.16,Cerveza Cristal,Cerveceria Bucanero S.A.,114.0,,,,,,,,,,,,10.0,5.1899999999999995,Bucanero Max,Cerveceria Bucanero S.A.,6.5,Rubia,Cerveceria Bucanero S.A.,3.16,Cerveza Cristal,Cerveceria Bucanero S.A.,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,1.0,5.8,Guiluxe,Société des Brasseries de Guinée (SOBRAGUI),5.8,,,,,,,,,,,,,,,,,,1.0,5.8,Guiluxe,Société des Brasseries de Guinée (SOBRAGUI),5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ET,16.0,4.940625,St. George Amber,St. George Brewery,6.0,Bedele Beer,Bedele Brewery,3.6166666666666667,St. George Beer,St. George Brewery,94.0,,,,,,,,,,,,11.0,4.868181818181818,St. George Amber,St. George Brewery,6.0,Harar Beer,Harar Beer Factory,3.2089610389610383,St. George Beer,St. George Brewery,94.0,1.0,4.5,St. George's Pale Ale,St. George Brewery,4.5,St. George's Pale Ale,St. George Brewery,2.486666666666667,St. George's Pale Ale,St. George Brewery,1.0,1.0,5.5,Hakim Stout,Harar Beer Factory,5.5,Hakim Stout,Harar Beer Factory,3.224456521739132,Hakim Stout,Harar Beer Factory,90.0,1.0,5.5,Bedele Beer,Bedele Brewery,5.5,Bedele Beer,Bedele Brewery,3.6166666666666667,Bedele Beer,Bedele Brewery,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,28.0,4.960714285714286,Cisk XS Extra Lager,Simonds Farsons Cisk Plc.,9.0,Blue Label Smooth & Creamy,Simonds Farsons Cisk Plc.,3.685,Lacto Traditional Stout Beer,Simonds Farsons Cisk Plc.,130.0,2.0,5.6,Farsons India Pale Ale,Simonds Farsons Cisk Plc.,5.7,San Blas,Lord Chambray,3.6090909090909093,San Blas,Lord Chambray,9.0,5.0,5.34,Cisk XS Extra Lager,Simonds Farsons Cisk Plc.,9.0,Cisk Lager,Simonds Farsons Cisk Plc.,2.913472222222223,Cisk Lager,Simonds Farsons Cisk Plc.,70.0,12.0,5.341666666666666,Winter Ale,Lord Chambray,8.0,Blue Label Smooth & Creamy,Simonds Farsons Cisk Plc.,3.685,Hopleaf Pale Ale,Simonds Farsons Cisk Plc.,17.0,2.0,4.65,Fungus Rock,Lord Chambray,5.5,Fungus Rock,Lord Chambray,2.9166666666666665,Lacto Traditional Stout Beer,Simonds Farsons Cisk Plc.,130.0,1.0,5.5,Cisk Pilsner,Simonds Farsons Cisk Plc.,5.5,Cisk Pilsner,Simonds Farsons Cisk Plc.,3.125,Cisk Pilsner,Simonds Farsons Cisk Plc.,2.0,1.0,5.1,Tar Robust Porter,The Phoenix Raw Beer,5.1,Tar Robust Porter,The Phoenix Raw Beer,2.9166666666666665,Tar Robust Porter,The Phoenix Raw Beer,1.0,2.0,2.2,Traditional Shandy,Simonds Farsons Cisk Plc.,2.2,Lager & Lime Shandy,Simonds Farsons Cisk Plc.,2.973333333333333,Traditional Shandy,Simonds Farsons Cisk Plc.,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,2.0,4.9,Hunter,Crown Beverages (Jamuna Group),5.0,Crown,Crown Beverages (Jamuna Group),2.6033333333333335,Crown,Crown Beverages (Jamuna Group),1.0,,,,,,,,,,,,2.0,4.9,Hunter,Crown Beverages (Jamuna Group),5.0,Crown,Crown Beverages (Jamuna Group),2.6033333333333335,Crown,Crown Beverages (Jamuna Group),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW,4.0,3.0,Bonaire Blond,Brewery Bonaire,4.5,Bonaire Blond,Brewery Bonaire,2.9525,Bonaire Blond,Brewery Bonaire,2.0,,,,,,,,,,,,1.0,4.5,Bonaire Blond,Brewery Bonaire,4.5,Bonaire Blond,Brewery Bonaire,2.9525,Bonaire Blond,Brewery Bonaire,2.0,1.0,2.5,Blonde,Curacao Brewing Company,2.5,Blonde,Curacao Brewing Company,2.8000000000000003,Blonde,Curacao Brewing Company,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.5,Bonaire Blonde Tropical (Passion Fruit & Coconut),Brewery Bonaire,2.5,Bonaire Blonde Tropical (Passion Fruit & Coconut),Brewery Bonaire,2.5,Bonaire Blonde Tropical (Passion Fruit & Coconut),Brewery Bonaire,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,11.0,6.381818181818182,Black Shield,Myanmar Brewery and Distillery,8.1,ABC Extra Stout,Myanmar Brewery and Distillery,3.1050000000000004,Myanmar Lager Beer,Myanmar Brewery and Distillery,39.0,,,,,,,,,,,,7.0,6.085714285714286,Dagon Extra Strong,Dagon Brewery,8.0,Yoma Beer,"Myanmar Carlsberg Co., Ltd.",2.9799999999999995,Myanmar Lager Beer,Myanmar Brewery and Distillery,39.0,1.0,6.5,Mandalay Strong Ale Beer,Mandalay Brewery,6.5,Mandalay Strong Ale Beer,Mandalay Brewery,2.6390000000000002,Mandalay Strong Ale Beer,Mandalay Brewery,8.0,2.0,8.05,Black Shield,Myanmar Brewery and Distillery,8.1,ABC Extra Stout,Myanmar Brewery and Distillery,3.1050000000000004,ABC Extra Stout,Myanmar Brewery and Distillery,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Spirulina Beer,Mandalay Brewery,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM,11.0,5.427272727272727,Bootlegger,Birrificio Abusivo,7.5,Titanbraü Pils,Birrifico Artigianale Sammarinese Srl,3.1550000000000002,Titanbraü Pils,Birrifico Artigianale Sammarinese Srl,2.0,1.0,7.5,Bootlegger,Birrificio Abusivo,7.5,Bootlegger,Birrificio Abusivo,2.8333333333333335,Bootlegger,Birrificio Abusivo,1.0,1.0,4.9,Titanbraü Pils,Birrifico Artigianale Sammarinese Srl,4.9,Titanbraü Pils,Birrifico Artigianale Sammarinese Srl,3.1550000000000002,Titanbraü Pils,Birrifico Artigianale Sammarinese Srl,2.0,3.0,6.2,Titanbrau Rossa,Birrifico Artigianale Sammarinese Srl,7.5,Titanbräu Ale,Birrifico Artigianale Sammarinese Srl,2.99,Ambigua,Birrificio Abusivo,1.0,,,,,,,,,,,,2.0,4.85,La Capanna Birra Di San Marino,Bar La Capanna,5.0,La Capanna Birra Di San Marino,Bar La Capanna,3.1,Speak Easy,Birrificio Abusivo,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,70% Nostalgia Di Bamberga,Birrificio Abusivo,5.0,70% Nostalgia Di Bamberga,Birrificio Abusivo,2.8333333333333335,70% Nostalgia Di Bamberga,Birrificio Abusivo,1.0,,,,,,,,,,,
JM,18.0,5.902777777777777,Dragon Stout Spitfire,Desnoes & Geddes Limited,10.0,Jamaica Stout,Big City Brewing CO LTD,3.651285714285714,Red Stripe Jamaican Lager,Desnoes & Geddes Limited,3298.0,,,,,,,,,,,,9.0,4.438888888888888,Red Stripe Bold,Desnoes & Geddes Limited,6.0,Red Stripe Jamaican Lager,Desnoes & Geddes Limited,2.967881818181816,Red Stripe Jamaican Lager,Desnoes & Geddes Limited,3298.0,,,,,,,,,,,,7.0,8.171428571428573,Dragon Stout Spitfire,Desnoes & Geddes Limited,10.0,Jamaica Stout,Big City Brewing CO LTD,3.651285714285714,Dragon Stout,Desnoes & Geddes Limited,508.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.7,Red Stripe Lemon Paradise,Desnoes & Geddes Limited,4.7,Red Stripe Lemon Paradise,Desnoes & Geddes Limited,3.0116666666666667,Red Stripe Lemon Paradise,Desnoes & Geddes Limited,4.0,,,,,,,,,,,,1.0,4.4,Royal Jamaican Alcoholic Ginger Beer,Big City Brewing CO LTD,4.4,Royal Jamaican Alcoholic Ginger Beer,Big City Brewing CO LTD,3.3976666666666673,Royal Jamaican Alcoholic Ginger Beer,Big City Brewing CO LTD,58.0,,,,,,,,,,,,,,,,,,,,,,
GU,9.0,5.822222222222222,The Great Deep Belgian Tripel,The Mermaid Tavern & Grille,8.0,Minagof Green Tea IPA,Ishii Brewing Co.,2.8033333333333332,GUAM1 Beer,The Island King Imports,7.0,2.0,6.8,Minagof Green Tea IPA,Ishii Brewing Co.,7.0,Minagof Green Tea IPA,Ishii Brewing Co.,2.8033333333333332,Minagof India Pale Ale,Ishii Brewing Co.,5.0,1.0,5.0,GUAM1 Beer,The Island King Imports,5.0,GUAM1 Beer,The Island King Imports,2.4188888888888886,GUAM1 Beer,The Island King Imports,7.0,1.0,4.3,Minagof Pale Ale,Ishii Brewing Co.,4.3,Minagof Pale Ale,Ishii Brewing Co.,2.5324999999999998,Minagof Pale Ale,Ishii Brewing Co.,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,5.5,Minagof Smoked Porter,Ishii Brewing Co.,5.5,Minagof Smoked Porter,Ishii Brewing Co.,2.5175,Minagof Smoked Porter,Ishii Brewing Co.,2.0,2.0,5.25,GUAM1 Apple Ale,The Island King Imports,5.5,GUAM1 Mango Beer,The Island King Imports,2.4166666666666665,GUAM1 Mango Beer,The Island King Imports,1.0,,,,,,,,,,,,1.0,5.5,GUAM1 Ginger Beer,The Island King Imports,5.5,GUAM1 Ginger Beer,The Island King Imports,2.6666666666666665,GUAM1 Ginger Beer,The Island King Imports,1.0,1.0,5.5,Minagof Smoked Porter,Ishii Brewing Co.,5.5,Minagof Smoked Porter,Ishii Brewing Co.,2.5175,Minagof Smoked Porter,Ishii Brewing Co.,2.0,,,,,,,,,,,
NP,23.0,5.876086956521739,Real Gold 5000,Nepal Brewery Company,7.5,Khumbu Kolsch,Sherpa Brewery,3.152727272727273,Everest,Mount Everest Brewery,19.0,,,,,,,,,,,,16.0,5.446875,Commando Super Strong Beer,Himalaya Brewery Ltd.,6.5,Everest,Mount Everest Brewery,2.9938095238095235,Everest,Mount Everest Brewery,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,5.0,5.32,Manta Intense,Brasserie Le Froid,5.8,Manta Intense,Brasserie Le Froid,2.56,Number One,Grande Brasserie de Nouvelle-Calédonie SA,2.0,,,,,,,,,,,,3.0,5.266666666666667,Manta Intense,Brasserie Le Froid,5.8,Manta Intense,Brasserie Le Froid,2.56,Number One,Grande Brasserie de Nouvelle-Calédonie SA,2.0,1.0,5.8,Havannah,Grande Brasserie de Nouvelle-Calédonie SA,5.8,Havannah,Grande Brasserie de Nouvelle-Calédonie SA,2.47,Havannah,Grande Brasserie de Nouvelle-Calédonie SA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Manta Saveur Citron,Brasserie Le Froid,5.0,Manta Saveur Citron,Brasserie Le Froid,2.4433333333333334,Manta Saveur Citron,Brasserie Le Froid,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZ,12.0,5.3875,Taron D'Or Enkhept,Brasserie d'Oran,9.5,Taron D'Or Enkhept,Brasserie d'Oran,2.98,Talon Talin,Brasserie d'Oran,2.0,,,,,,,,,,,,8.0,5.3375,Taron D'Or Enkhept,Brasserie d'Oran,9.5,Taron D'Or Enkhept,Brasserie d'Oran,2.98,Talon Talin,Brasserie d'Oran,2.0,3.0,5.816666666666666,Brulle,Brasserie d'Algiers,7.0,Brulle,Brasserie d'Algiers,2.9333333333333336,Ale,Brasserie de Skida,2.0,,,,,,,,,,,,1.0,4.5,Golden Pils,Algerian All Drinks (ALGAD),4.5,Golden Pils,Algerian All Drinks (ALGAD),2.526666666666667,Golden Pils,Algerian All Drinks (ALGAD),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
